CustomerID,InvoiceDate,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
13588.00,2011-11-24 10:42:00,15,9,2478.95,4,5,5,14,Champions
13589.00,2011-11-25 12:10:00,14,2,379.65,4,2,2,8,Potential Loyalists
13590.00,2011-11-28 12:54:00,10,6,1981.92,5,5,4,14,Champions
13591.00,2011-10-06 12:26:00,64,3,1117.13,3,3,4,10,Loyal Customers
13592.00,2011-11-04 09:49:00,35,4,247.96,3,4,1,8,Potential Loyalists
13593.00,2011-08-23 13:35:00,107,5,2037.08,2,4,4,10,Loyal Customers
13594.00,2011-10-18 10:19:00,52,1,396.97,3,1,2,6,At Risk
13596.00,2011-12-04 12:01:00,5,2,697.04,5,2,3,10,Loyal Customers
13598.00,2011-10-23 14:28:00,46,1,180.17,3,1,1,5,At Risk
13599.00,2011-12-08 16:10:00,0,21,5153.67,5,5,5,15,Champions
13600.00,2011-01-31 15:27:00,311,1,219.52,1,1,1,3,Lost Customers
13601.00,2011-10-25 17:31:00,44,2,693.32,3,2,3,8,Potential Loyalists
13602.00,2011-10-06 11:47:00,64,1,428.89,3,1,2,6,At Risk
13603.00,2011-11-13 15:57:00,25,1,164.34,4,1,1,6,At Risk
13606.00,2011-11-10 17:46:00,28,3,280.54,4,3,2,9,Potential Loyalists
13607.00,2011-10-30 16:17:00,39,1,678.01,3,1,3,7,Potential Loyalists
13610.00,2011-11-27 15:38:00,11,7,1131.88,5,5,4,14,Champions
13611.00,2011-09-11 14:51:00,88,3,1171.80,2,3,4,9,Potential Loyalists
13614.00,2011-11-15 14:47:00,23,4,1610.46,4,4,4,12,Loyal Customers
13615.00,2011-01-25 08:21:00,318,1,417.69,1,1,2,4,Lost Customers
13617.00,2011-10-30 13:50:00,39,3,544.18,3,3,3,9,Potential Loyalists
13618.00,2011-06-19 11:09:00,173,1,177.34,2,1,1,4,Lost Customers
13621.00,2011-08-15 08:26:00,116,1,213.85,2,1,1,4,Lost Customers
13623.00,2011-11-09 12:00:00,30,5,747.78,4,4,3,11,Loyal Customers
13626.00,2011-04-01 10:05:00,252,1,257.23,1,1,2,4,Lost Customers
13627.00,2011-10-11 14:20:00,58,5,1638.47,3,4,4,11,Loyal Customers
13629.00,2011-11-16 13:21:00,22,11,7792.36,4,5,5,14,Champions
13630.00,2011-12-04 15:16:00,4,7,2031.78,5,5,4,14,Champions
13631.00,2011-09-01 09:57:00,99,11,3070.42,2,5,5,12,Loyal Customers
13632.00,2011-11-15 10:51:00,24,5,2121.27,4,4,5,13,Champions
13634.00,2011-11-06 13:40:00,32,5,1575.16,4,4,4,12,Loyal Customers
13635.00,2011-10-03 10:55:00,67,1,1071.03,3,1,4,8,Potential Loyalists
13636.00,2011-11-03 10:30:00,36,5,949.12,3,4,4,11,Loyal Customers
13637.00,2011-10-18 13:32:00,51,3,810.50,3,3,3,9,Potential Loyalists
13638.00,2011-11-24 10:38:00,15,1,122.64,4,1,1,6,At Risk
13639.00,2011-09-26 13:36:00,73,1,1033.34,2,1,4,7,Potential Loyalists
13642.00,2011-05-08 12:34:00,215,1,354.80,1,1,2,4,Lost Customers
13643.00,2011-11-08 15:37:00,30,3,519.44,4,3,3,10,Loyal Customers
13644.00,2011-11-23 14:07:00,15,4,2624.26,4,4,5,13,Champions
13645.00,2011-08-11 16:11:00,119,1,252.10,2,1,2,5,At Risk
13647.00,2011-11-30 12:00:00,9,4,1678.12,5,4,4,13,Champions
13649.00,2011-03-28 11:51:00,256,2,346.60,1,2,2,5,At Risk
13650.00,2011-11-23 12:22:00,16,6,1836.34,4,5,4,13,Champions
13651.00,2011-11-04 14:59:00,34,2,94.20,3,2,1,6,At Risk
13652.00,2011-10-25 08:51:00,45,3,1095.08,3,3,4,10,Loyal Customers
13654.00,2011-10-27 16:24:00,42,6,2707.33,3,5,5,13,Champions
13655.00,2011-08-17 14:25:00,113,2,932.97,2,2,3,7,Potential Loyalists
13656.00,2011-06-28 10:31:00,164,2,379.65,2,2,2,6,At Risk
13657.00,2011-11-29 12:32:00,10,2,382.14,5,2,2,9,Potential Loyalists
13658.00,2011-11-30 10:13:00,9,5,2639.17,5,4,5,14,Champions
13659.00,2011-05-18 12:37:00,205,2,1573.20,1,2,4,7,Potential Loyalists
13662.00,2011-09-15 12:04:00,85,3,897.76,2,3,3,8,Potential Loyalists
13663.00,2011-06-13 15:44:00,178,1,189.47,2,1,1,4,Lost Customers
13666.00,2011-10-10 15:39:00,59,3,84.65,3,3,1,7,Potential Loyalists
13667.00,2011-07-13 15:42:00,148,1,305.02,2,1,2,5,At Risk
13668.00,2011-12-07 12:11:00,2,21,6363.59,5,5,5,15,Champions
13669.00,2011-10-20 09:32:00,50,2,218.55,3,2,1,6,At Risk
13670.00,2011-09-25 15:25:00,74,1,349.70,2,1,2,5,At Risk
13672.00,2011-02-11 13:53:00,300,2,186.39,1,2,1,4,Lost Customers
13673.00,2011-11-21 12:11:00,18,2,396.92,4,2,2,8,Potential Loyalists
13675.00,2011-07-11 12:57:00,150,2,486.82,2,2,2,6,At Risk
13678.00,2011-07-11 10:14:00,151,1,232.60,2,1,1,4,Lost Customers
13680.00,2011-12-08 13:47:00,0,4,3722.42,5,4,5,14,Champions
13681.00,2011-11-22 11:13:00,17,4,827.83,4,4,3,11,Loyal Customers
13682.00,2011-06-05 14:06:00,186,1,59.50,1,1,1,3,Lost Customers
13684.00,2011-02-27 10:13:00,285,1,67.23,1,1,1,3,Lost Customers
13685.00,2011-12-07 11:41:00,2,7,3119.44,5,5,5,15,Champions
13686.00,2011-06-10 09:10:00,182,1,72.00,1,1,1,3,Lost Customers
13689.00,2011-10-07 13:21:00,62,1,910.00,3,1,3,7,Potential Loyalists
13690.00,2011-10-11 15:03:00,58,1,172.25,3,1,1,5,At Risk
13692.00,2011-11-15 11:17:00,24,3,1488.32,4,3,4,11,Loyal Customers
13694.00,2011-12-06 09:32:00,3,50,65039.62,5,5,5,15,Champions
13695.00,2011-11-08 14:26:00,30,15,2504.13,4,5,5,14,Champions
13697.00,2011-11-01 09:14:00,38,1,151.30,3,1,1,5,At Risk
13699.00,2011-07-07 16:51:00,154,1,308.58,2,1,2,5,At Risk
13700.00,2011-11-13 13:00:00,25,10,2265.12,4,5,5,14,Champions
13703.00,2011-01-25 13:10:00,317,1,99.50,1,1,1,3,Lost Customers
13704.00,2011-12-04 15:13:00,4,9,2308.06,5,5,5,15,Champions
13705.00,2011-12-02 12:32:00,7,3,711.86,5,3,3,11,Loyal Customers
13706.00,2011-02-10 09:21:00,302,1,330.79,1,1,2,4,Lost Customers
13707.00,2011-03-17 18:03:00,266,2,806.41,1,2,3,6,At Risk
13708.00,2011-03-13 13:46:00,270,1,296.88,1,1,2,4,Lost Customers
13709.00,2011-12-06 10:28:00,3,13,6328.05,5,5,5,15,Champions
13710.00,2011-11-08 08:16:00,31,1,180.48,4,1,1,6,At Risk
13711.00,2011-05-05 10:31:00,218,2,252.06,1,2,2,5,At Risk
13712.00,2011-04-07 12:33:00,246,1,228.84,1,1,1,3,Lost Customers
13715.00,2011-03-03 19:21:00,280,5,1079.34,1,4,4,9,Potential Loyalists
13716.00,2011-03-15 13:49:00,268,1,138.28,1,1,1,3,Lost Customers
13717.00,2011-11-07 14:13:00,31,6,1445.01,4,5,4,13,Champions
13718.00,2011-04-07 13:24:00,245,2,306.55,1,2,2,5,At Risk
13719.00,2011-11-24 15:26:00,14,5,1041.68,4,4,4,12,Loyal Customers
13720.00,2011-08-15 12:46:00,116,4,799.90,2,4,3,9,Potential Loyalists
13721.00,2011-11-03 14:05:00,35,1,524.14,3,1,3,7,Potential Loyalists
13722.00,2011-07-31 12:44:00,131,3,2375.41,2,3,5,10,Loyal Customers
13723.00,2011-05-06 17:04:00,216,1,199.85,1,1,1,3,Lost Customers
13725.00,2011-10-21 10:03:00,49,8,1980.56,3,5,4,12,Loyal Customers
13726.00,2011-11-01 10:49:00,38,2,1079.66,3,2,4,9,Potential Loyalists
13727.00,2011-11-11 09:46:00,28,2,333.48,4,2,2,8,Potential Loyalists
13728.00,2011-11-03 10:49:00,36,6,1016.14,3,5,4,12,Loyal Customers
13730.00,2011-07-27 08:35:00,135,2,752.60,2,2,3,7,Potential Loyalists
13731.00,2011-05-04 14:33:00,218,2,610.59,1,2,3,6,At Risk
13732.00,2011-11-11 15:49:00,27,1,491.86,4,1,3,8,Potential Loyalists
13735.00,2011-11-15 11:14:00,24,4,2885.24,4,4,5,13,Champions
13736.00,2011-12-04 15:19:00,4,2,731.90,5,2,3,10,Loyal Customers
13737.00,2011-05-23 16:32:00,199,1,339.60,1,1,2,4,Lost Customers
13739.00,2011-11-21 13:35:00,17,1,216.90,4,1,1,6,At Risk
13740.00,2011-04-13 10:32:00,240,1,350.75,1,1,2,4,Lost Customers
13741.00,2011-09-29 09:19:00,71,3,668.43,3,3,3,9,Potential Loyalists
13742.00,2011-11-23 11:07:00,16,12,3131.02,4,5,5,14,Champions
13743.00,2011-12-07 10:09:00,2,7,1341.60,5,5,4,14,Champions
13744.00,2011-09-05 15:19:00,94,2,1156.36,2,2,4,8,Potential Loyalists
13745.00,2011-06-30 16:43:00,161,1,300.04,2,1,2,5,At Risk
13747.00,2010-12-01 10:37:00,373,1,79.60,1,1,1,3,Lost Customers
13748.00,2011-09-05 09:45:00,95,5,948.25,2,4,4,10,Loyal Customers
13750.00,2011-10-17 12:16:00,53,5,1647.26,3,4,4,11,Loyal Customers
13751.00,2011-02-24 15:56:00,287,1,296.25,1,1,2,4,Lost Customers
13752.00,2011-08-07 14:16:00,123,6,1186.28,2,5,4,11,Loyal Customers
13753.00,2011-02-25 12:48:00,287,1,741.26,1,1,3,5,At Risk
13754.00,2011-07-11 11:51:00,151,2,282.60,2,2,2,6,At Risk
13755.00,2011-12-06 12:26:00,3,9,2161.35,5,5,5,15,Champions
13756.00,2011-12-07 16:44:00,1,14,5189.52,5,5,5,15,Champions
13758.00,2011-11-28 11:11:00,11,7,3190.55,5,5,5,15,Champions
13759.00,2011-11-06 14:47:00,32,2,659.41,4,2,3,9,Potential Loyalists
13760.00,2011-10-16 16:13:00,53,2,286.79,3,2,2,7,Potential Loyalists
13761.00,2011-10-20 14:01:00,49,2,1070.65,3,2,4,9,Potential Loyalists
13762.00,2011-05-05 09:15:00,218,1,306.72,1,1,2,4,Lost Customers
13763.00,2011-10-07 15:13:00,62,1,1714.96,3,1,4,8,Potential Loyalists
13764.00,2011-09-30 12:03:00,70,3,1521.76,3,3,4,10,Loyal Customers
13767.00,2011-12-07 15:00:00,1,37,17220.36,5,5,5,15,Champions
13769.00,2011-12-07 15:08:00,1,10,2796.51,5,5,5,15,Champions
13771.00,2011-10-06 14:18:00,63,4,2634.45,3,4,5,12,Loyal Customers
13772.00,2011-11-06 11:43:00,33,3,1132.13,3,3,4,10,Loyal Customers
13774.00,2011-09-19 12:06:00,81,1,345.00,2,1,2,5,At Risk
13777.00,2011-12-09 12:25:00,0,33,25977.16,5,5,5,15,Champions
13778.00,2011-08-28 15:25:00,102,1,178.70,2,1,1,4,Lost Customers
13780.00,2011-12-02 13:49:00,6,2,360.01,5,2,2,9,Potential Loyalists
13781.00,2011-04-03 12:08:00,250,1,127.84,1,1,1,3,Lost Customers
13782.00,2011-11-27 11:54:00,12,6,912.00,5,5,3,13,Champions
13784.00,2011-11-30 09:33:00,9,11,2462.79,5,5,5,15,Champions
13786.00,2010-12-07 13:53:00,366,1,230.40,1,1,1,3,Lost Customers
13787.00,2011-09-25 12:06:00,75,2,309.04,2,2,2,6,At Risk
13790.00,2011-12-05 15:48:00,3,1,348.80,5,1,2,8,Potential Loyalists
13791.00,2011-08-04 11:44:00,127,2,1516.00,2,2,4,8,Potential Loyalists
13792.00,2011-10-04 14:31:00,65,2,195.55,3,2,1,6,At Risk
13798.00,2011-12-08 15:51:00,0,57,37153.85,5,5,5,15,Champions
13799.00,2011-08-15 12:07:00,116,2,688.86,2,2,3,7,Potential Loyalists
13800.00,2011-02-03 12:27:00,309,1,558.32,1,1,3,5,At Risk
13801.00,2011-10-04 10:15:00,66,1,324.80,3,1,2,6,At Risk
13802.00,2011-07-24 10:54:00,138,3,4599.42,2,3,5,10,Loyal Customers
13803.00,2011-03-29 12:57:00,254,1,277.07,1,1,2,4,Lost Customers
13804.00,2011-11-09 12:32:00,30,7,2635.79,4,5,5,14,Champions
13805.00,2011-10-18 14:50:00,51,2,924.60,3,2,3,8,Potential Loyalists
13806.00,2011-10-07 11:43:00,63,1,256.38,3,1,2,6,At Risk
13807.00,2010-12-07 15:48:00,366,1,112.60,1,1,1,3,Lost Customers
13808.00,2011-12-04 12:18:00,5,5,1747.66,5,4,4,13,Champions
13809.00,2011-02-07 13:15:00,304,1,155.05,1,1,1,3,Lost Customers
13810.00,2011-11-11 08:33:00,28,3,1499.01,4,3,4,11,Loyal Customers
13811.00,2011-06-09 09:54:00,183,3,814.50,1,3,3,7,Potential Loyalists
13812.00,2011-10-28 14:27:00,41,3,539.00,3,3,3,9,Potential Loyalists
13813.00,2011-10-31 10:38:00,39,4,1366.86,3,4,4,11,Loyal Customers
13814.00,2011-09-08 13:48:00,91,2,1579.12,2,2,4,8,Potential Loyalists
13815.00,2011-11-17 14:19:00,21,4,4027.36,4,4,5,13,Champions
13816.00,2011-11-16 08:38:00,23,2,571.67,4,2,3,9,Potential Loyalists
13817.00,2011-11-10 17:49:00,28,2,382.98,4,2,2,8,Potential Loyalists
13819.00,2011-02-11 10:38:00,301,3,1140.35,1,3,4,8,Potential Loyalists
13821.00,2011-07-18 09:49:00,144,2,385.64,2,2,2,6,At Risk
13822.00,2011-12-04 12:13:00,5,2,632.00,5,2,3,10,Loyal Customers
13823.00,2011-11-21 10:22:00,18,2,957.66,4,2,4,10,Loyal Customers
13824.00,2011-11-07 12:41:00,32,5,1698.94,4,4,4,12,Loyal Customers
13826.00,2011-06-16 13:48:00,175,1,189.50,2,1,1,4,Lost Customers
13827.00,2011-10-13 12:38:00,57,3,412.05,3,3,2,8,Potential Loyalists
13828.00,2011-11-17 16:02:00,21,1,209.49,4,1,1,6,At Risk
13831.00,2011-11-23 15:41:00,15,6,2202.99,4,5,5,14,Champions
13832.00,2011-11-20 15:36:00,18,1,52.20,4,1,1,6,At Risk
13833.00,2011-07-03 13:27:00,158,1,384.80,2,1,2,5,At Risk
13835.00,2011-11-14 15:37:00,24,4,834.57,4,4,3,11,Loyal Customers
13837.00,2011-05-12 12:10:00,211,2,271.24,1,2,2,5,At Risk
13838.00,2011-12-04 11:00:00,5,4,691.73,5,4,3,12,Loyal Customers
13841.00,2011-04-01 12:10:00,252,1,85.00,1,1,1,3,Lost Customers
13842.00,2011-10-12 10:51:00,58,9,3385.62,3,5,5,13,Champions
13844.00,2011-11-28 13:21:00,10,1,361.62,5,1,2,8,Potential Loyalists
13845.00,2011-10-06 08:25:00,64,1,312.98,3,1,2,6,At Risk
13846.00,2011-11-15 12:07:00,24,3,865.06,4,3,3,10,Loyal Customers
13848.00,2011-09-08 12:58:00,91,3,1255.00,2,3,4,9,Potential Loyalists
13849.00,2011-10-19 10:59:00,51,2,1537.95,3,2,4,9,Potential Loyalists
13850.00,2011-08-02 14:04:00,128,1,1595.48,2,1,4,7,Potential Loyalists
13851.00,2011-09-05 12:36:00,95,3,2651.46,2,3,5,10,Loyal Customers
13853.00,2011-10-13 14:18:00,56,1,1090.14,3,1,4,8,Potential Loyalists
13854.00,2011-12-01 09:06:00,8,25,8109.52,5,5,5,15,Champions
13856.00,2011-06-24 10:03:00,168,3,388.50,2,3,2,7,Potential Loyalists
13858.00,2011-10-13 16:17:00,56,1,216.17,3,1,1,5,At Risk
13859.00,2011-01-17 16:14:00,325,1,201.16,1,1,1,3,Lost Customers
13860.00,2011-12-08 12:57:00,0,5,1245.90,5,4,4,13,Champions
13862.00,2011-11-21 16:24:00,17,8,2209.36,4,5,5,14,Champions
13863.00,2011-04-06 10:20:00,247,1,305.78,1,1,2,4,Lost Customers
13865.00,2011-10-12 13:31:00,57,4,501.56,3,4,3,10,Loyal Customers
13866.00,2011-09-26 14:54:00,73,1,145.67,2,1,1,4,Lost Customers
13867.00,2011-11-08 15:48:00,30,3,1015.29,4,3,4,11,Loyal Customers
13868.00,2011-12-02 16:32:00,6,2,3192.54,5,2,5,12,Loyal Customers
13869.00,2011-08-08 13:53:00,122,4,3104.95,2,4,5,11,Loyal Customers
13870.00,2011-12-07 13:23:00,1,8,2770.94,5,5,5,15,Champions
13871.00,2011-11-17 10:49:00,22,13,6403.25,4,5,5,14,Champions
13873.00,2011-08-12 10:08:00,119,3,389.60,2,3,2,7,Potential Loyalists
13874.00,2010-12-16 18:20:00,357,1,540.45,1,1,3,5,At Risk
13875.00,2011-10-17 09:36:00,53,5,1786.79,3,4,4,11,Loyal Customers
13876.00,2011-10-07 10:22:00,63,1,122.70,3,1,1,5,At Risk
13877.00,2011-09-14 15:49:00,85,1,117.24,2,1,1,4,Lost Customers
13878.00,2011-10-16 12:19:00,54,1,1281.53,3,1,4,8,Potential Loyalists
13880.00,2011-11-18 13:44:00,20,13,3219.77,4,5,5,14,Champions
13881.00,2011-12-06 12:50:00,3,20,17159.52,5,5,5,15,Champions
13882.00,2011-12-07 11:16:00,2,5,1191.13,5,4,4,13,Champions
13883.00,2011-11-29 10:45:00,10,5,2674.48,5,4,5,14,Champions
13884.00,2011-12-02 16:30:00,6,5,787.60,5,4,3,12,Loyal Customers
13885.00,2011-06-03 15:07:00,188,2,506.80,1,2,3,6,At Risk
13886.00,2011-09-29 13:17:00,70,1,243.56,3,1,1,5,At Risk
13887.00,2011-05-19 17:22:00,203,1,349.55,1,1,2,4,Lost Customers
13888.00,2011-08-12 10:13:00,119,2,605.63,2,2,3,7,Potential Loyalists
13889.00,2011-09-08 09:13:00,92,1,416.90,2,1,2,5,At Risk
13890.00,2011-12-08 15:36:00,0,10,1883.81,5,5,4,14,Champions
13892.00,2011-11-13 11:50:00,26,4,632.97,4,4,3,11,Loyal Customers
13893.00,2011-02-15 11:30:00,297,1,821.10,1,1,3,5,At Risk
13894.00,2011-11-16 09:44:00,23,3,564.62,4,3,3,10,Loyal Customers
13895.00,2011-11-11 16:57:00,27,4,2593.07,4,4,5,13,Champions
13897.00,2011-10-20 14:30:00,49,1,311.16,3,1,2,6,At Risk
13898.00,2011-01-18 10:28:00,325,1,155.93,1,1,1,3,Lost Customers
13899.00,2011-11-23 13:40:00,15,2,388.52,4,2,2,8,Potential Loyalists
13900.00,2011-06-09 19:26:00,182,3,740.95,1,3,3,7,Potential Loyalists
13901.00,2011-09-28 14:48:00,71,5,2867.20,3,4,5,12,Loyal Customers
13904.00,2011-11-02 13:41:00,36,2,332.64,3,2,2,7,Potential Loyalists
13908.00,2011-09-21 11:49:00,79,4,2369.55,2,4,5,11,Loyal Customers
13911.00,2011-10-13 15:43:00,56,9,2580.91,3,5,5,13,Champions
13914.00,2011-11-28 10:35:00,11,2,626.45,5,2,3,10,Loyal Customers
13917.00,2011-10-21 09:56:00,49,2,272.04,3,2,2,7,Potential Loyalists
13918.00,2011-10-21 12:25:00,49,2,1212.84,3,2,4,9,Potential Loyalists
13919.00,2011-10-11 14:24:00,58,2,384.81,3,2,2,7,Potential Loyalists
13922.00,2010-12-23 10:38:00,351,1,172.25,1,1,1,3,Lost Customers
13923.00,2011-10-17 12:33:00,53,1,351.13,3,1,2,6,At Risk
13924.00,2011-12-08 09:39:00,1,6,1838.85,5,5,4,14,Champions
13925.00,2011-09-08 12:47:00,92,4,678.25,2,4,3,9,Potential Loyalists
13926.00,2011-11-16 13:16:00,22,1,223.85,4,1,1,6,At Risk
13927.00,2011-09-26 12:00:00,74,1,348.99,2,1,2,5,At Risk
13928.00,2011-11-29 10:33:00,10,4,464.57,5,4,2,11,Loyal Customers
13929.00,2011-06-23 15:26:00,168,2,842.65,2,2,3,7,Potential Loyalists
13930.00,2011-10-13 09:45:00,57,2,337.34,3,2,2,7,Potential Loyalists
13931.00,2011-09-05 10:12:00,95,2,1237.53,2,2,4,8,Potential Loyalists
13932.00,2011-02-18 12:02:00,294,1,307.40,1,1,2,4,Lost Customers
13933.00,2011-08-22 14:03:00,108,2,608.79,2,2,3,7,Potential Loyalists
13934.00,2011-03-21 08:39:00,263,1,922.10,1,1,3,5,At Risk
13936.00,2011-06-13 08:47:00,179,1,376.58,1,1,2,4,Lost Customers
13937.00,2011-06-23 16:35:00,168,1,158.85,2,1,1,4,Lost Customers
13938.00,2011-11-04 14:37:00,34,1,71.66,3,1,1,5,At Risk
13939.00,2011-11-16 13:33:00,22,3,568.55,4,3,3,10,Loyal Customers
13940.00,2011-11-22 15:15:00,16,4,839.14,4,4,3,11,Loyal Customers
13941.00,2011-11-18 09:43:00,21,5,5112.96,4,4,5,13,Champions
13946.00,2011-09-21 13:33:00,78,3,561.57,2,3,3,8,Potential Loyalists
13947.00,2011-10-05 14:42:00,64,1,90.60,3,1,1,5,At Risk
13948.00,2010-12-14 10:18:00,360,1,102.00,1,1,1,3,Lost Customers
13949.00,2011-12-07 09:35:00,2,6,2427.32,5,5,5,15,Champions
13950.00,2011-11-28 14:44:00,10,4,745.06,5,4,3,12,Loyal Customers
13951.00,2011-06-16 16:43:00,175,3,674.45,2,3,3,8,Potential Loyalists
13952.00,2011-05-06 09:00:00,217,2,3251.07,1,2,5,8,Potential Loyalists
13953.00,2011-12-02 16:04:00,6,7,3515.68,5,5,5,15,Champions
13954.00,2011-12-08 12:50:00,1,2,439.92,5,3,2,10,Loyal Customers
13955.00,2011-07-08 17:19:00,153,2,322.96,2,3,2,7,Potential Loyalists
13956.00,2011-12-04 13:20:00,4,5,1026.42,5,4,4,13,Champions
13959.00,2011-09-21 15:06:00,78,3,598.20,2,3,3,8,Potential Loyalists
13960.00,2011-11-18 15:27:00,20,2,230.22,4,3,1,8,Potential Loyalists
13962.00,2011-11-18 08:47:00,21,2,169.55,4,3,1,8,Potential Loyalists
13963.00,2011-02-04 14:43:00,307,4,664.54,1,4,3,8,Potential Loyalists
13967.00,2011-07-17 12:02:00,145,1,80.70,2,1,1,4,Lost Customers
13969.00,2011-12-02 15:11:00,6,18,9053.94,5,5,5,15,Champions
13971.00,2011-11-21 12:06:00,18,8,2758.26,4,5,5,14,Champions
13972.00,2011-09-30 11:54:00,70,2,190.25,3,3,1,7,Potential Loyalists
13973.00,2011-02-25 15:21:00,286,1,264.70,1,1,2,4,Lost Customers
13974.00,2011-10-21 14:41:00,48,1,413.59,3,1,2,6,At Risk
13975.00,2011-11-08 13:19:00,30,6,2526.28,4,5,5,14,Champions
13976.00,2011-05-17 09:13:00,206,1,357.98,1,1,2,4,Lost Customers
13978.00,2011-11-25 11:36:00,14,2,196.79,4,3,1,8,Potential Loyalists
13979.00,2011-09-27 13:32:00,72,1,869.87,2,1,3,6,At Risk
13980.00,2011-10-10 13:34:00,59,1,200.14,3,1,1,5,At Risk
13982.00,2011-10-31 16:24:00,38,4,1871.81,3,4,4,11,Loyal Customers
13983.00,2011-11-10 11:06:00,29,12,2603.43,4,5,5,14,Champions
13984.00,2011-11-13 12:38:00,26,5,920.51,4,4,3,11,Loyal Customers
13985.00,2011-12-05 17:06:00,3,15,7060.13,5,5,5,15,Champions
13986.00,2011-11-22 15:00:00,16,1,320.46,4,1,2,7,Potential Loyalists
13988.00,2011-11-20 10:15:00,19,6,4147.96,4,5,5,14,Champions
13989.00,2011-10-05 09:47:00,65,2,1266.08,3,3,4,10,Loyal Customers
13990.00,2011-05-10 15:19:00,212,1,311.30,1,1,2,4,Lost Customers
13991.00,2011-11-27 16:18:00,11,6,855.97,5,5,3,13,Champions
13992.00,2011-11-09 15:23:00,29,1,76.80,4,1,1,6,At Risk
13993.00,2011-10-28 09:06:00,42,9,3466.36,3,5,5,13,Champions
13994.00,2011-12-06 11:05:00,3,6,2313.14,5,5,5,15,Champions
13995.00,2011-11-24 14:22:00,14,5,1393.69,4,4,4,12,Loyal Customers
13999.00,2011-11-29 13:40:00,9,12,3901.81,5,5,5,15,Champions
14000.00,2011-05-12 16:50:00,210,1,635.66,1,1,3,5,At Risk
14001.00,2011-10-25 10:31:00,45,3,2043.08,3,3,4,10,Loyal Customers
14002.00,2011-07-28 15:55:00,133,2,529.73,2,3,3,8,Potential Loyalists
14004.00,2011-10-27 14:40:00,42,7,4582.64,3,5,5,13,Champions
14005.00,2011-11-30 12:41:00,9,5,2874.72,5,4,5,14,Champions
14006.00,2011-08-16 09:39:00,115,3,962.19,2,3,4,9,Potential Loyalists
14009.00,2011-05-25 15:47:00,197,2,695.61,1,3,3,7,Potential Loyalists
14012.00,2011-03-07 12:26:00,277,1,328.80,1,1,2,4,Lost Customers
14013.00,2011-08-21 15:01:00,109,3,473.02,2,3,2,7,Potential Loyalists
14014.00,2011-09-23 13:18:00,76,1,505.18,2,1,3,6,At Risk
14015.00,2011-10-18 10:02:00,52,1,917.34,3,1,3,7,Potential Loyalists
14016.00,2011-07-01 11:29:00,161,4,4341.21,2,4,5,11,Loyal Customers
14019.00,2011-10-24 10:13:00,46,3,1421.61,3,3,4,10,Loyal Customers
14020.00,2011-11-23 09:22:00,16,2,642.80,4,3,3,10,Loyal Customers
14021.00,2011-07-07 15:46:00,154,3,631.90,2,3,3,8,Potential Loyalists
14022.00,2011-04-28 14:39:00,224,1,440.00,1,1,2,4,Lost Customers
14023.00,2011-12-02 13:58:00,6,2,584.07,5,3,3,11,Loyal Customers
14024.00,2011-08-10 11:30:00,121,2,327.70,2,3,2,7,Potential Loyalists
14027.00,2011-10-10 09:01:00,60,1,104.82,3,1,1,5,At Risk
14029.00,2011-10-07 14:46:00,62,2,467.66,3,3,2,8,Potential Loyalists
14030.00,2011-11-21 16:48:00,17,8,2360.09,4,5,5,14,Champions
14031.00,2011-12-02 17:13:00,6,19,17286.86,5,5,5,15,Champions
14032.00,2011-12-07 15:23:00,1,11,2975.59,5,5,5,15,Champions
14034.00,2011-11-17 14:02:00,21,3,651.82,4,3,3,10,Loyal Customers
14035.00,2011-11-11 10:03:00,28,5,1428.02,4,4,4,12,Loyal Customers
14036.00,2011-02-28 09:26:00,284,1,626.65,1,1,3,5,At Risk
14037.00,2011-06-16 13:57:00,175,2,147.20,2,3,1,6,At Risk
14038.00,2011-09-22 13:37:00,77,3,1560.38,2,3,4,9,Potential Loyalists
14039.00,2011-11-06 13:48:00,32,1,152.20,4,1,1,6,At Risk
14040.00,2011-10-30 12:42:00,40,12,3614.92,3,5,5,13,Champions
14041.00,2011-03-18 13:25:00,265,1,141.41,1,1,1,3,Lost Customers
14044.00,2011-11-13 12:05:00,26,4,652.82,4,4,3,11,Loyal Customers
14045.00,2011-08-22 15:27:00,108,4,1659.75,2,4,4,10,Loyal Customers
14046.00,2011-02-28 14:48:00,283,1,154.99,1,1,1,3,Lost Customers
14047.00,2011-12-01 11:43:00,8,5,1308.61,5,4,4,13,Champions
14048.00,2011-02-07 14:53:00,304,1,409.93,1,1,2,4,Lost Customers
14049.00,2011-11-23 12:20:00,16,4,5681.72,4,4,5,13,Champions
14050.00,2011-11-08 10:00:00,31,2,746.36,4,3,3,10,Loyal Customers
14051.00,2011-12-09 10:20:00,0,23,15610.39,5,5,5,15,Champions
14052.00,2011-11-20 12:30:00,19,1,225.36,4,1,1,6,At Risk
14053.00,2011-08-07 14:27:00,123,2,260.25,2,3,2,7,Potential Loyalists
14054.00,2011-10-05 15:49:00,64,1,92.46,3,1,1,5,At Risk
14055.00,2011-08-25 15:04:00,105,1,725.64,2,1,3,6,At Risk
14056.00,2011-12-08 13:36:00,0,23,8214.65,5,5,5,15,Champions
14057.00,2011-11-16 10:32:00,23,17,6217.96,4,5,5,14,Champions
14059.00,2011-03-18 10:06:00,266,1,183.60,1,1,1,3,Lost Customers
